Domain Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
chasingfoxes.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chasingthedonkey.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chasingtheunexpected.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chasingvibrance.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chat.babel.com,Website,white,Display,"Streaming, OTT",119213428,General Market
chat.libero.it,Website,white,Display,"Streaming, OTT",26034189,General Market
chat.tchatche.com,Website,white,Display,"Streaming, OTT",179206867,General Market
chatelaine.com,Website,white,Display,"Streaming, OTT",30818423,General Market
chatfieldcourt.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chathispano.com,Website,white,Display,"Streaming, OTT",150164618,General Market
chatpad.jp,Website,white,Display,"Streaming, OTT",82141326,General Market
chattavore.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chaylorandmads.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheapflights.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cheapoair.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cheaprecipeblog.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheapskatecook.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheaptickets.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cheatdaydesign.com,Website,white,Display,"Streaming, OTT",30812971,General Market
cheatography.com,Website,white,Display,"Streaming, OTT",33810842,General Market
cheatsheet.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
check-pvp.fr,Website,white,Display,"Streaming, OTT",43662119,General Market
checkfreescore.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
checkpeople.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cheekykitchen.com,Website,white,Display,"Streaming, OTT",94146600,General Market
cheerfulchoices.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheerfulcook.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheerfullysimple.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheerstolifeblogging.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheesecurdinparadise.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheeseheadtv.com,Website,white,Display,"Streaming, OTT",48001736,General Market
cheeseknees.com,Website,white,Display,"Streaming, OTT",15230895,General Market
cheeseweb.eu,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheezburger.com,Website,white,Display,"Streaming, OTT",10892209047,General Market
chefalli.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chefchrischo.com,Website,white,Display,"Streaming, OTT",11117520,General Market
chefcuisto.com,Website,white,Display,"Streaming, OTT",93764659,General Market
chefjar.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chefjulieyoon.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
cheflindseyfarr.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheflolaskitchen.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
chefnotrequired.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chefofalltrades.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chefsavvy.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chefstandards.com,Website,white,Display,"Streaming, OTT",32631658,General Market
chefzeecooks.com,Video + Display,white,Video + Display,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",,Hispanic/Latino
chegg.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chelseaclarke.co,Website,white,Display,"Streaming, OTT",9298891,General Market
chelseajoyeats.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chelseanews.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",45980009,General Market
chelseasmessyapron.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chelseyamernutrition.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chelsweets.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cheneetoday.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
cherish365.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
cherishedbliss.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cherylhoward.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chess-results.com,Website,white,Display,"Streaming, OTT",1416591263,General Market
chess.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chess.org,Website,white,Display,"Streaming, OTT",14412352,General Market
chesspuzzle.net,Website,white,Display,"Streaming, OTT",72957122,General Market
chevrolet.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chevroletforum.com,Website,white,Display,"Streaming, OTT",45532647,General Market
chewoutloud.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
chewy.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chezus.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chi-bo-blog.com,Website,white,Display,"Streaming, OTT",27141021,General Market
chicaandjo.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chicago.suntimes.com,Website,white,Display,"Streaming, OTT",135188352,General Market
chicagobears.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chicagocrusader.com,Website,white,News and Media,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
chicagodefender.com,Website,white,News and Media,"African American, Black Culture, Multicultural, News Consumers, Current Events, Streaming, OTT",,African American
chicagofire.fandom.com,Website,white,Display,"Streaming, OTT",115181996,General Market
chicagomed.fandom.com,Website,white,Display,"Streaming, OTT",50957285,General Market
chicagopd.fandom.com,Website,white,Display,"Streaming, OTT",69113237,General Market
chicagotribune.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chicanoeats.com,Video + Display,white,Video + Display,"LGBTQ+, Inclusive, Streaming, OTT",,LGBTQ+
chichiuguru.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
chick-fil-a.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chickenscratchdiaries.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chickenscratchny.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chickenvibes.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
chicksonright.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chicnsavvyreviews.net,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chicos.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chicprofile.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chicpursuit.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chiefswire.usatoday.com,Website,white,Display,"Streaming, OTT",122304318,General Market
chiens-de-france.com,Website,white,Display,"Streaming, OTT",25562743,General Market
childhood101.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
childhoodmagic.com,Website,white,Display,"Streaming, OTT",11167512,General Market
childrenslibrarylady.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
childrensnutrition.co.uk,Video + Display,white,Video + Display,"LGBTQ+, Inclusive, Streaming, OTT",,LGBTQ+
childrensplace.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
childresidentialtreatment.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
childsplay.fandom.com,Website,white,Display,"Streaming, OTT",26043593,General Market
chile.as.com,Website,white,Display,"Streaming, OTT",50221598,General Market
chilimath.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
chilimovie.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chilis.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chilitochoc.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chimebank.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chimicamo.org,Website,white,Display,"Streaming, OTT",74871680,General Market
chinapress.com.my,Website,white,Display,"Streaming, OTT",53812992,General Market
chinesenewyear.net,Website,white,Display,"Streaming, OTT",22339765,General Market
chipotle.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chiquehomeliving.com,Website,white,Display,"Home, DIY, Streaming, OTT",64914923,General Market
chirashi.kurashiru.com,Website,white,Display,"Streaming, OTT",94861347,General Market
chivaspasion.bolavip.com,Website,white,Display,"Streaming, OTT",116433381,General Market
chl.ca,Website,white,Display,"Streaming, OTT",262277258,General Market
chloedominik.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
chloeting.com,Website,white,Display,"Streaming, OTT",298739816,General Market
chobirich4.contents-group.work,Website,white,Display,"Streaming, OTT",11591105,General Market
chocolatechocolateandmore.com,Website,white,Display,"Tech, Gaming, Streaming, OTT",12594228,General Market
chocolatecoveredkatie.com,Website,white,Display,"Streaming, OTT",484166331,General Market
chocolatemoosey.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chocolatesandchai.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
chocolateslopes.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chocolatewithgrace.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chodziez.naszemiasto.pl,Website,white,Display,"Streaming, OTT",10929696,General Market
choicehotels.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
choicehotelswifi.com,Website,white,Display,"Streaming, OTT",184375818,General Market
choices-stories-you-play.fandom.com,Website,white,Display,"Streaming, OTT",212342994,General Market
chonborista.com,Website,white,Display,"Streaming, OTT",17011320,General Market
choosingchia.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
choosmeinstyle.com,Website,white,Display,"Streaming, OTT",26291289,General Market
chopchat.com,Website,white,Display,"Streaming, OTT",46341662,General Market
chopnotch.com,Website,white,Display,"Streaming, OTT",9430968,General Market
chopstickchronicles.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
chordtabs.in.th,Website,white,Display,"Streaming, OTT",181048414,General Market
choseki.com,Website,white,Display,"Streaming, OTT",13399346,General Market
chouseisan.com,Website,white,Display,"Streaming, OTT",668920803,General Market
chowhound.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chownow.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chrislovesjulia.com,Website,white,Display,"Streaming, OTT",35629845,General Market
chrissymarieblog.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
christeneholderhome.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Home, DIY, Streaming, OTT",,Women Owned
christian.net,Website,white,Display,"Streaming, OTT",23137681,General Market
christianbook.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
christianitytoday.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
christianmarriageadventure.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
christianpost.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
christianpure.com,Website,white,Display,"Streaming, OTT",28860727,General Market
christieathome.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Home, DIY, Streaming, OTT",,AAPI
christinafayerepurposed.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
christinascucina.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
christinesrecipes.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
christmaholic.nl,Website,white,Display,"Streaming, OTT",14119555,General Market
christmas-specials.fandom.com,Website,white,Display,"Streaming, OTT",38299016,General Market
christmasinaustralia.com.au,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
christmasmarketguides.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
christmasmarketsineurope.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
christmasphere.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
chromeunboxed.com,Website,white,Display,"Streaming, OTT",31884256,General Market
chron.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chrono.fandom.com,Website,white,Display,"Streaming, OTT",24502509,General Market
chrysler.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chuck-nbc.fandom.com,Website,white,Display,"Streaming, OTT",12637141,General Market
chuckecheese.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chuggington.fandom.com,Website,white,Display,"Streaming, OTT",10333568,General Market
chumbacasino.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
chwplan.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
ciakquiz.com,Website,white,Display,"Streaming, OTT",42007800,General Market
ciao.ro,Website,white,Display,"Streaming, OTT",47909967,General Market
ciaoflorentina.com,Website,white,Display,"Streaming, OTT",62813305,General Market
ciatr.jp,Website,white,Display,"Streaming, OTT",134769047,General Market
ciclismoaldia.es,Website,white,Display,"Streaming, OTT",72222194,General Market
ciclismoatual.com,Website,white,Display,"Streaming, OTT",13372534,General Market
ciclismointernacional.com,Website,white,Display,"Streaming, OTT",171206747,General Market
cigna.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cilantroandcitronella.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cincinnati.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cincodias.elpais.com,Website,white,Display,"Streaming, OTT",169991901,General Market
cincyshopper.com,Website,white,Display,"Streaming, OTT",51949938,General Market
cindyhattersleydesign.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cinema-series.orange.fr,Website,white,Display,"Streaming, OTT",38819172,General Market
cinema.aeoncinema.com,Website,white,Display,"Streaming, OTT",15018627,General Market
cinema.dinamalar.com,Website,white,Display,"Streaming, OTT",24403036,General Market
cinema.everyeye.it,Website,white,Display,"Streaming, OTT",27951131,General Market
cinema.vikatan.com,Website,white,Display,"Streaming, OTT",52105242,General Market
cinemablend.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cinemark.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cinepolis.com,Website,white,Display,"Streaming, OTT",31879280,General Market
cinepop.com.br,Website,white,Display,"Streaming, OTT",10975888,General Market
cineulagam.com,Website,white,Display,"Streaming, OTT",90768948,General Market
cineuropa.org,Website,white,Display,"Streaming, OTT",11085089,General Market
cinnamonandcoriander.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cinnamonsnail.com,Website,white,Display,"Streaming, OTT",10297054,General Market
cinqfourchettes.com,Website,white,Display,"Streaming, OTT",16683487,General Market
cisco.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
ciscos-rpg.fandom.com,Website,white,Display,"Streaming, OTT",44343617,General Market
citationmachine.net,Website,white,Premium Publisher,"Streaming, OTT",,General Market
citations.ouest-france.fr,Website,white,Display,"Streaming, OTT",63649931,General Market
citi.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
citibank.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
citibankonline.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
citicards.com,Website,white,Premium Publisher,"Auto, Streaming, OTT",,General Market
citizensbank.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
citizensofbeauty.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Fashion, Beauty, Streaming, OTT",,Women Owned
citrineliving.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
citrixgame.com,Website,white,Display,"Streaming, OTT",11844068,General Market
city-data.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
citychicdecor.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cityfarmhouse.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cityworks.jp,Website,white,Display,"Streaming, OTT",17703586,General Market
cityxtra.co.uk,Website,white,Display,"Streaming, OTT",46405207,General Market
civ6.fandom.com,Website,white,Display,"Streaming, OTT",11112685,General Market
civicscience.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
civilization.fandom.com,Website,white,Display,"Streaming, OTT",333658957,General Market
civilized.life,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cjdesignblog.com,Website,white,Display,"Streaming, OTT",59963230,General Market
cjeatsrecipes.com,Website,white,Display,"Streaming, OTT",213149012,General Market
cjjc.weblio.jp,Website,white,Display,"Streaming, OTT",25840965,General Market
ck5.com,Website,white,Display,"Streaming, OTT",13007560,General Market
ckanani.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cknscratch.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cladright.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
clairekcreations.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clairesitchyfeet.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clairetalksbeauty.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Fashion, Beauty, Streaming, OTT",,Women Owned
clarehurlersforum.proboards.com,Website,white,Display,"Streaming, OTT",12032856,General Market
clarence.fandom.com,Website,white,Display,"Streaming, OTT",12839858,General Market
clarionledger.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clark.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clarkscondensed.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clarksusa.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clashguideswithdusk.net,Website,white,Display,"Streaming, OTT",23853074,General Market
clashofclans.fandom.com,Website,white,Display,"Streaming, OTT",244787165,General Market
clashroyale.fandom.com,Website,white,Display,"Streaming, OTT",33295184,General Market
classdojo.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
classic-mahjong.com,Website,white,Display,"Streaming, OTT",9573071,General Market
classic.comunio.de,Website,white,Display,"Streaming, OTT",63573345,General Market
classic.warcraftlogs.com,Website,white,Display,"Streaming, OTT",226323958,General Market
classiccars.com,Website,white,Display,"Auto, Streaming, OTT",2977019717,General Market
classiccasualhome.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Home, DIY, Streaming, OTT",,Women Owned
classiccountrymusic.com,Website,white,Premium Publisher,"Entertainment, Streaming, OTT",,General Market
classicdb.ch,Website,white,Display,"Streaming, OTT",9877233,General Market
classicffxi.fandom.com,Website,white,Display,"Streaming, OTT",23071530,General Market
classicoldsmobile.com,Website,white,Display,"Streaming, OTT",12638620,General Market
classicreload.com,Website,white,Display,"Streaming, OTT",336531401,General Market
classicrock1051.com,Website,white,Display,"Streaming, OTT",28331389,General Market
classicrock961.com,Website,white,Display,"Streaming, OTT",19230133,General Market
classics.autotrader.com,Website,white,Display,"Auto, Streaming, OTT",223086424,General Market
classics.honestjohn.co.uk,Website,white,Display,"Streaming, OTT",10922886,General Market
classifiedads.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
classifieds.ksl.com,Website,white,Display,"Streaming, OTT",796445952,General Market
classlink.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
classmates.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
classracer.com,Website,white,Display,"Streaming, OTT",56293197,General Market
classroomfreebies.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
classymommy.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
classyyettrendy.com,Website,white,Display,"Streaming, OTT",19951413,General Market
claudia.abril.com.br,Website,white,Display,"Streaming, OTT",66307095,General Market
claudiastable.com,Website,white,Display,"Streaming, OTT",11315965,General Market
claymore.fandom.com,Website,white,Display,"Streaming, OTT",9703235,General Market
cleananddelicious.com,Website,white,Display,"Streaming, OTT",70688519,General Market
cleancuisine.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cleaneatingkitchen.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cleaneatingwithkids.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cleaneatsandtreats.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cleanfoodiecravings.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Food Enthusiasts, Streaming, OTT",,African American
cleanketolifestyle.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cleanplates.com,Website,white,Display,"Streaming, OTT",21260118,General Market
cleantechnica.com,Website,white,Display,"Tech, Gaming, Streaming, OTT",110160945,General Market
clementinecreative.co.za,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clemfoodie.com,Website,white,Display,"Food Enthusiasts, Streaming, OTT",22274617,General Market
clemson.forums.rivals.com,Website,white,Display,"Streaming, OTT",101873193,General Market
clemson.rivals.com,Website,white,Display,"Streaming, OTT",63586147,General Market
clemsonwire.usatoday.com,Website,white,Display,"Streaming, OTT",24441783,General Market
cleobuttera.com,Website,white,Display,"Streaming, OTT",26275078,General Market
cleveland.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clevelandbrowns.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clevelandclinic.org,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clevelandtraveler.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Travel, Streaming, OTT",,Women Owned
clever.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cleverbloom.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clevergoat.com,Website,white,Display,"Streaming, OTT",15011478,General Market
cleverhousewife.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cleverism.com,Website,white,Display,"Streaming, OTT",14236887,General Market
cleverpedia.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cleverrabbits.com,Website,white,Display,"Streaming, OTT",478690045,General Market
cleversequence.com,Video + Display,white,Video + Display,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",,Hispanic/Latino
clicccar.com,Website,white,Display,"Auto, Streaming, OTT",15552675,General Market
click2houston.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clickamericana.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clickbabynames.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clickcalculators.com,Website,white,Display,"Streaming, OTT",13828880,General Market
clickerheroes.fandom.com,Website,white,Display,"Streaming, OTT",12113184,General Market
clickfreescore.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clickondetroit.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clickorlando.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clickspeedtest.com,Website,white,Display,"Streaming, OTT",77379739,General Market
clickyourscores.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
client.falixnodes.net,Website,white,Display,"Streaming, OTT",270307013,General Market
cliffsnotes.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
climbingtalshill.com,Website,white,Display,"Streaming, OTT",82780475,General Market
climbtheladder.com,Website,white,Display,"Streaming, OTT",20119005,General Market
clipart-library.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clipperholics.com,Website,white,Display,"Streaming, OTT",39547803,General Market
cliqueduplateau.com,Website,white,Display,"Streaming, OTT",14353969,General Market
clm.kooora.com,Website,white,Display,"Streaming, OTT",1785750262,General Market
clocktower.fandom.com,Website,white,Display,"Streaming, OTT",11550088,General Market
clonetrooper.fandom.com,Website,white,Display,"Streaming, OTT",9465770,General Market
clonewars.fandom.com,Website,white,Display,"Streaming, OTT",11166626,General Market
closeronline.co.uk,Website,white,Display,"Streaming, OTT",24990975,General Market
closerweekly.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
closetcooking.com,Website,white,Premium Publisher,"Food Enthusiasts, Streaming, OTT",,General Market
closinglogogroup.fandom.com,Website,white,Display,"Streaming, OTT",19533228,General Market
clothedup.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clothingpatterns101.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cloudinary.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cloudykitchen.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
cloverfield.fandom.com,Website,white,Display,"Streaming, OTT",9824691,General Market
club31women.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clubfokus.de,Website,white,Display,"Streaming, OTT",14875420,General Market
clubhouse.swingu.com,Website,white,Display,"Streaming, OTT",11353577,General Market
clubpenguin.fandom.com,Website,white,Display,"Streaming, OTT",28081691,General Market
clubsearay.com,Website,white,Display,"Streaming, OTT",15923294,General Market
cluest.net,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clumsycrafter.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clutchpoints.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
clutterkeeper.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
clw.kooora.com,Website,white,Display,"Streaming, OTT",365648226,General Market
cmail19.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cmeg.jp,Website,white,Display,"Streaming, OTT",26654013,General Market
cmix.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cms.gov,Website,white,Premium Publisher,"Streaming, OTT",,General Market
cmsite.cmnw.jp,Website,white,Display,"Streaming, OTT",106639942,General Market
cmsite.craftwork.work,Website,white,Display,"Streaming, OTT",189371231,General Market
