App/Platform Name,Publisher Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
Pocket Novels,,Mobile App,white,Video/Streaming,"Streaming, OTT",141495772,General Market
Poczta o2,,Mobile App,white,Video/Streaming,"Streaming, OTT",69458944,General Market
Podcast App & Player - Castbox,,Mobile App,white,Video/Streaming,"Streaming, OTT",55829681,General Market
Podcast Player,,Mobile App,white,Video/Streaming,"Streaming, OTT",2645735673,General Market
Podcast Player & Podcast App - Castbox,,Mobile App,white,Video/Streaming,"Streaming, OTT",59791498,General Market
Podcast Player - Castbox,,Mobile App,white,Video/Streaming,"Streaming, OTT",931633379,General Market
Podcast Player App - Castbox,,Mobile App,white,Video/Streaming,"Streaming, OTT",9874013,General Market
Podcasts by myTuner - Podcast,,Mobile App,white,Video/Streaming,"Streaming, OTT",37303111,General Market
Podcasts by myTuner - Podcast ,,Mobile App,white,Video/Streaming,"Streaming, OTT",338200944,General Market
Police Patrol Simulator,,Mobile App,white,Video/Streaming,"Streaming, OTT",115228592,General Market
Police Scanner - Live Radio,,Mobile App,white,Video/Streaming,"Streaming, OTT",53919036,General Market
Police Scanner: Fire Radio,,Mobile App,white,Video/Streaming,"Streaming, OTT",10221566,General Market
Poly.AI - Create AI Chat Bot,,Mobile App,white,Video/Streaming,"Streaming, OTT",839082410,General Market
Pop Breaker: Blast all Cubes,,Mobile App,white,Video/Streaming,"Streaming, OTT",41242084,General Market
Popcornflix™ - Free Movies & TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",372664394,General Market
Popcornflix™ – Free Movies & TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",135898806,General Market
Portal Analitika,,Mobile App,white,Video/Streaming,"Streaming, OTT",87989790,General Market
Potato Rush,,Mobile App,white,Video/Streaming,"Streaming, OTT",9739900,General Market
PowerNation,,Mobile App,white,Video/Streaming,"Streaming, OTT",14281865,General Market
Powl_ioS,,Mobile App,white,Video/Streaming,"Streaming, OTT",15603244,General Market
Pregnancy & Baby Tracker - WTE,,Mobile App,white,Video/Streaming,"Streaming, OTT",163594071,General Market
Pregnancy Tracker & Baby App,,Mobile App,white,Video/Streaming,"Streaming, OTT",39882216,General Market
Pregnancy Tracker - BabyCenter,,Mobile App,white,Video/Streaming,"Streaming, OTT",21774799,General Market
Pregnant Hospital Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",27882391,General Market
Pressure Washing Run,,Mobile App,white,Video/Streaming,"Streaming, OTT",43528201,General Market
Pro Drag Racing 2023: Burnout,,Mobile App,white,Video/Streaming,"Streaming, OTT",21296531,General Market
Pro des Mots,,Mobile App,white,Video/Streaming,"Streaming, OTT",30543752,General Market
Promiflash,,Mobile App,white,Video/Streaming,"Streaming, OTT",27025421,General Market
PromoDescuentos: ofertas,,Mobile App,white,Video/Streaming,"Streaming, OTT",46719890,General Market
Property Brothers Home Design,,Mobile App,white,Video/Streaming,"Home, DIY, Streaming, OTT",187394922,General Market
Public - Indian Local Videos,,Mobile App,white,Video/Streaming,"Streaming, OTT",11862357,General Market
Public Transport Simulator,,Mobile App,white,Video/Streaming,"Streaming, OTT",85786027,General Market
Pull the Pin,,Mobile App,white,Video/Streaming,"Streaming, OTT",53584268,General Market
Pure Sniper: Gun Shooter Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",47622397,General Market
Puzzle Page,,Mobile App,white,Video/Streaming,"Streaming, OTT",61398167,General Market
Puzzle Page - Daily Games!,,Mobile App,white,Video/Streaming,"Streaming, OTT",12493574,General Market
Puzzle Page - Daily Puzzles!,,Mobile App,white,Video/Streaming,"Streaming, OTT",100127934,General Market
Puzzle Pop Blaster,,Mobile App,white,Video/Streaming,"Streaming, OTT",31063352,General Market
Puzzle Villa－Jigsaw Puzzles,,Mobile App,white,Video/Streaming,"Streaming, OTT",10554466,General Market
Puzzles - Puzzle-Spiel,,Mobile App,white,Video/Streaming,"Streaming, OTT",326731746,General Market
Puzzles IOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",17243967,General Market
Puzzlescapes Word Search Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",59132001,General Market
Pyramid,,Mobile App,white,Video/Streaming,"Streaming, OTT",174569329,General Market
Pyramid (Android),,Mobile App,white,Video/Streaming,"Streaming, OTT",68022981,General Market
Pyramid (iOS),,Mobile App,white,Video/Streaming,"Streaming, OTT",139065879,General Market
Pyramid Solitaire,,Mobile App,white,Video/Streaming,"Streaming, OTT",35798671,General Market
Pyramid Solitaire - Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",3810404921,General Market
Pyramid Solitaire 3 in 1,,Mobile App,white,Video/Streaming,"Streaming, OTT",10976489,General Market
QBlock,,Mobile App,white,Video/Streaming,"Streaming, OTT",82705238,General Market
QBlock: Wood Block Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",1100112651,General Market
Quizlet: AI-powered Flashcards,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",25414854,General Market
RACE: Rocket Arena Car Extreme,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",122490536,General Market
RCTI+ Superapp,,Mobile App,white,Video/Streaming,"Streaming, OTT",12728922,General Market
RED 96.3,,Mobile App,white,Video/Streaming,"Streaming, OTT",154127167,General Market
ROKU,,Mobile App,white,AVOD/FAST,"Streaming, OTT",26133017071,General Market
RYT - Music Player,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",42723281,General Market
Racing Go,,Mobile App,white,Video/Streaming,"Streaming, OTT",32167903,General Market
Racing in Car 2021,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",57599344,General Market
Radio Arabic,,Mobile App,white,Video/Streaming,"Streaming, OTT",17313142,General Market
Radio Brazil - radio online,,Mobile App,white,Video/Streaming,"Streaming, OTT",11022677,General Market
Radio Canada: Radio Player App,,Mobile App,white,Video/Streaming,"Streaming, OTT",329029920,General Market
Radio Colombia,,Mobile App,white,Video/Streaming,"Streaming, OTT",9822256,General Market
Radio FM Brasil: Radios Online,,Mobile App,white,Video/Streaming,"Streaming, OTT",708596954,General Market
Radio FM Espana,,Mobile App,white,Video/Streaming,"Streaming, OTT",635174586,General Market
Radio FM España,,Mobile App,white,Video/Streaming,"Streaming, OTT",298870731,General Market
Radio FM México en Vivo,,Mobile App,white,Video/Streaming,"Streaming, OTT",760341845,General Market
Radio Ghana FM - Online Radio,,Mobile App,white,Video/Streaming,"Streaming, OTT",39084254,General Market
Radio Guatemala FM y Online,,Mobile App,white,Video/Streaming,"Streaming, OTT",292278527,General Market
Radio Javan,,Mobile App,white,Video/Streaming,"Streaming, OTT",2270416633,General Market
Radio Kenya FM Stations Online,,Mobile App,white,Video/Streaming,"Streaming, OTT",584787864,General Market
Radio Mexico - online radio,,Mobile App,white,Video/Streaming,"Streaming, OTT",18840071,General Market
Radio NZ - online radio app,,Mobile App,white,Video/Streaming,"Streaming, OTT",453054670,General Market
Radio South Africa - FM | AM,,Mobile App,white,Video/Streaming,"Streaming, OTT",1446197267,General Market
Radios Colombia - Live FM & AM,,Mobile App,white,Video/Streaming,"Streaming, OTT",1152751237,General Market
Radios de Paraguay AM y FM,,Mobile App,white,Video/Streaming,"Streaming, OTT",97386116,General Market
Ragdoll Car Crash,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",45890135,General Market
Ragdoll Robot Duel,,Mobile App,white,Video/Streaming,"Streaming, OTT",32129518,General Market
Rage Road - Car Shooting,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",56093399,General Market
Rage Road - Car Shooting Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",56955309,General Market
Rainbow Six Mobile,,Mobile App,white,Video/Streaming,"Streaming, OTT",40369601,General Market
Rakuten Viber Messenger,,Mobile App,white,Video/Streaming,"Streaming, OTT",3487656001,General Market
RakutenTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",68333574,General Market
Rampage Stunt High Speed Racer,,Mobile App,white,Video/Streaming,"Streaming, OTT",143694832,General Market
Rave - Watch Party,,Mobile App,white,Video/Streaming,"Streaming, OTT",221372202,General Market
Rave – Watch Party,,Mobile App,white,Video/Streaming,"Streaming, OTT",197650745,General Market
ReachTV,,CTV,white,Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
Readict,,Mobile App,white,Video/Streaming,"Streaming, OTT",22136365,General Market
Readict -One Click Away Novels,,Mobile App,white,Video/Streaming,"Streaming, OTT",169733671,General Market
Real Gangster Crime,,Mobile App,white,Video/Streaming,"Streaming, OTT",23661969,General Market
Real Gangster Crime 2,,Mobile App,white,Video/Streaming,"Streaming, OTT",238538988,General Market
Real Gangsters Crime,,Mobile App,white,Video/Streaming,"Streaming, OTT",41907006,General Market
Realtor.com Real Estate & Rent,,Mobile App,white,Video/Streaming,"Streaming, OTT",779451151,General Market
Rebecca Zamolo,,Mobile App,white,Video/Streaming,"Streaming, OTT",10638570,General Market
Rediffmail,,Mobile App,white,Video/Streaming,"Streaming, OTT",109951552,General Market
Reelshort-Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",9220509,General Market
RegenRadar mit Unwetterwarnung,,Mobile App,white,Video/Streaming,"Streaming, OTT",20494852,General Market
RegenRadar mit Wetterwarnungen,,Mobile App,white,Video/Streaming,"Streaming, OTT",42799613,General Market
Relax Mini Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",43482697,General Market
ReminderDrink,,Mobile App,white,Video/Streaming,"Streaming, OTT",328827781,General Market
Remini - AI Photo Enhancer,,Mobile App,white,Video/Streaming,"Streaming, OTT",31181444,General Market
Remini - photo enhancer,,Mobile App,white,Video/Streaming,"Streaming, OTT",176872476,General Market
Replaio Radio,,Mobile App,white,Video/Streaming,"Streaming, OTT",141751080,General Market
Resourcer - Building Strategy,,Mobile App,white,Video/Streaming,"Streaming, OTT",33571151,General Market
Resourcer Hex,,Mobile App,white,Video/Streaming,"Streaming, OTT",11583308,General Market
Retouch - Remove Objects,,Mobile App,white,Video/Streaming,"Streaming, OTT",24332789,General Market
Rezepte,,Mobile App,white,Video/Streaming,"Streaming, OTT",14651478,General Market
Riding Extreme 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",47117152,General Market
Ringtone,,Mobile App,white,Video/Streaming,"Streaming, OTT",11796140,General Market
Ringtone Maker: Music Cutter,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",24909421,General Market
Rio crime city: mafia gangster,,Mobile App,white,Video/Streaming,"Streaming, OTT",47987089,General Market
Riot Escape,,Mobile App,white,Video/Streaming,"Streaming, OTT",12165186,General Market
Rival Stars Horse Racing,,Mobile App,white,Video/Streaming,"Streaming, OTT",9227324,General Market
Road Racing: Highway Traffic Driving 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",911941959,General Market
Robot Car,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",45288478,General Market
Rock Crawling,,Mobile App,white,Video/Streaming,"Streaming, OTT",392254927,General Market
Rocksmith  Fast Music Learning,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",75399059,General Market
Rocky Climb!,,Mobile App,white,Video/Streaming,"Streaming, OTT",55328649,General Market
Roku,,Mobile App,white,AVOD/FAST,"Streaming, OTT",7445190772,General Market
RokuChannel,,Mobile App,white,AVOD/FAST,"Streaming, OTT",175744035,General Market
Roll the Ball - slide puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",3244713193,General Market
Roll the Ball® - slide puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",4776489040,General Market
Rollance,,Mobile App,white,Video/Streaming,"Streaming, OTT",20231539,General Market
Rope And Balls,,Mobile App,white,Video/Streaming,"Streaming, OTT",83048691,General Market
Rope Frog Ninja Hero Car Vegas,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",15572797,General Market
Rope Hero,,Mobile App,white,Video/Streaming,"Streaming, OTT",38745289,General Market
Rope Hero 3,,Mobile App,white,Video/Streaming,"Streaming, OTT",42978503,General Market
Rope Hero: Mafia City Wars,,Mobile App,white,Video/Streaming,"Streaming, OTT",27099988,General Market
Rope Hero: Vice Town,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",34117752,African American
Rope Slash,,Mobile App,white,Video/Streaming,"Streaming, OTT",117808635,General Market
Royal Battletown,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",42177954,African American
Rumble Wrestling: Fight Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",32402830,General Market
Rummy Plus -Original Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",36048874,General Market
Run n Gun - AIM Shooting,,Mobile App,white,Video/Streaming,"Streaming, OTT",277473023,General Market
Ruzzle Free,,Mobile App,white,Video/Streaming,"Streaming, OTT",9536095,General Market
SAMSUNG TV PLUS,,Mobile App,white,Video/Streaming,"Streaming, OTT",5282422977,General Market
SSundee,,Mobile App,white,Video/Streaming,"Streaming, OTT",33394593,General Market
SWAP - No ROOT,,Mobile App,white,Video/Streaming,"Streaming, OTT",14452282,General Market
Salt TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",14642100,General Market
Samsung Content Network,,Mobile App,white,Video/Streaming,"Streaming, OTT",5416382864,General Market
Samsung TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",39074569,General Market
Samsung TV Plus,,Mobile App,white,Video/Streaming,"Streaming, OTT",271699535301,General Market
Samsung TVPlus,,Mobile App,white,Video/Streaming,"Streaming, OTT",59315617,General Market
Samsung%20TV%20Plus,,Mobile App,white,Video/Streaming,"Streaming, OTT",22461547,General Market
Samsung+TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",17755210,General Market
Samsung+TV+Plus,,Mobile App,white,Video/Streaming,"Streaming, OTT",5703737190,General Market
SamsungTVPlus,,Mobile App,white,Video/Streaming,"Streaming, OTT",2305933622,General Market
Satisdom,,Mobile App,white,Video/Streaming,"Streaming, OTT",53379033,General Market
Save the doge,,Mobile App,white,Video/Streaming,"Streaming, OTT",119122063,General Market
Scanner Radio - Police Scanner,,Mobile App,white,Video/Streaming,"Streaming, OTT",1180894758,General Market
Scatter Slots - Slot Machines,,Mobile App,white,Video/Streaming,"Streaming, OTT",9212819,General Market
Sci Fi Movies & TV by Fawesome,,Mobile App,white,Video/Streaming,"Streaming, OTT",11455075,General Market
Sci-Fi Movies ,,Mobile App,white,Video/Streaming,"Streaming, OTT",14833710,General Market
Sci-Fi Movies & TV by Fawesome,,Mobile App,white,Video/Streaming,"Streaming, OTT",93335931,General Market
Scrabble GO,,Mobile App,white,Video/Streaming,"Streaming, OTT",233927965,General Market
Scrabble GO - New Word Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",144633014,General Market
Scrabble GO-Classic Word Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",73199190,General Market
Scrabble Go,,Mobile App,white,Video/Streaming,"Streaming, OTT",46755647,General Market
Scrabble® GO - New Word Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",444873527,General Market
Scrabble® GO-Classic Word Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",1156455912,General Market
Screen Mirroring & Cast to TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",427050127,General Market
Screen Mirroring - Miracast,,Mobile App,white,Video/Streaming,"Streaming, OTT",10476530,General Market
Screw Jam,,Mobile App,white,Video/Streaming,"Streaming, OTT",36403561,General Market
Screw Pin,,Mobile App,white,Video/Streaming,"Streaming, OTT",11179000,General Market
Screw Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",52745699,General Market
Screw Puzzle: Wood Nut & Bolt,,Mobile App,white,Video/Streaming,"Streaming, OTT",140656027,General Market
Screw Sort 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",12478636,General Market
Screws & Fasteners Conundrum PM Manh,,Mobile App,white,Video/Streaming,"Streaming, OTT",19836918,General Market
Scripps,,Mobile App,white,Video/Streaming,"Streaming, OTT",2133723944,General Market
Search,,Mobile App,white,Video/Streaming,"Streaming, OTT",63810023,General Market
Seat Away,,Mobile App,white,Video/Streaming,"Streaming, OTT",101187757,General Market
Seat Jam 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",117708769,General Market
ShareChat Trends Videos & Live,,Mobile App,white,Video/Streaming,"Streaming, OTT",13128967,General Market
Shelf Sort,,Mobile App,white,Video/Streaming,"Streaming, OTT",12659205,General Market
Shift Gear,,Mobile App,white,Video/Streaming,"Streaming, OTT",32473701,General Market
Shogi - Japanese Chess,,Mobile App,white,Video/Streaming,"Streaming, OTT",9449716,General Market
ShootingBall-Billiards-Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",35240888,General Market
Show TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",14216807,General Market
Shpock: Buy & Sell Marketplace,,Mobile App,white,Video/Streaming,"Streaming, OTT",72639458,General Market
SimCity BuildIt,,Mobile App,white,Video/Streaming,"Streaming, OTT",1255590286,General Market
Siol.net,,Mobile App,white,Video/Streaming,"Streaming, OTT",109872923,General Market
Ski Jump Mania 3 s2,,Mobile App,white,Video/Streaming,"Streaming, OTT",59466149,General Market
Skiddy Car,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",61224151,General Market
Skout,,Mobile App,white,Video/Streaming,"Streaming, OTT",30153059,General Market
Skout — Meet New People,,Mobile App,white,Video/Streaming,"Streaming, OTT",124463303,General Market
Skull Coloring Games-Free offline games for adults,,Mobile App,white,Video/Streaming,"Streaming, OTT",9204352,General Market
Sky Force Reloaded,,Mobile App,white,Video/Streaming,"Streaming, OTT",16185759,General Market
Sky Trail,,Mobile App,white,Video/Streaming,"Streaming, OTT",51224323,General Market
Sling,,Mobile App,white,Video/Streaming,"Streaming, OTT",1104455765,General Market
Sling TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",930369578,General Market
Sling TV   Freestream,,Mobile App,white,Video/Streaming,"Streaming, OTT",40728743,General Market
Sling TV: Get Live TV Streaming for $25 / mo,,Mobile App,white,Video/Streaming,"Streaming, OTT",40213808,General Market
Sling: TV: Live TV + Freestream,,Mobile App,white,Video/Streaming,"Streaming, OTT",77840209,General Market
Slomo Fight,,Mobile App,white,Video/Streaming,"Streaming, OTT",39416331,General Market
Slots Casino - Jackpot Mania,,Mobile App,white,Video/Streaming,"Streaming, OTT",25317175,General Market
Snake Clash,,Mobile App,white,Video/Streaming,"Streaming, OTT",73424405,General Market
Snake Clash - Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",14954539,General Market
Snake Clash!,,Mobile App,white,Video/Streaming,"Streaming, OTT",1705695760,General Market
Snake Clash.io,,Mobile App,white,Video/Streaming,"Streaming, OTT",10638285,General Market
Snake Run Race・3D Running Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",345639133,General Market
Sneaker Art,,Mobile App,white,Video/Streaming,"Streaming, OTT",28915462,General Market
Sneaker Art!,,Mobile App,white,Video/Streaming,"Streaming, OTT",637727535,General Market
Sniper Siege: Defend & Destroy,,Mobile App,white,Video/Streaming,"Streaming, OTT",16650564,General Market
Snipers Go!,,Mobile App,white,Video/Streaming,"Streaming, OTT",208162348,General Market
Snow Drift!,,Mobile App,white,Video/Streaming,"Streaming, OTT",39004562,General Market
Softris,,Mobile App,white,Video/Streaming,"Streaming, OTT",46887404,General Market
Solitaire,,Mobile App,white,Video/Streaming,"Streaming, OTT",56045867059,General Market
Solitaire (Amazon),,Mobile App,white,Video/Streaming,"Streaming, OTT",135362031,General Market
Solitaire (Android),,Mobile App,white,Video/Streaming,"Streaming, OTT",525450294,General Market
Solitaire (iOS),,Mobile App,white,Video/Streaming,"Streaming, OTT",3024223122,General Market
Solitaire + Card Game by Zynga,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",10605264,General Market
Solitaire - A Classic Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",612325548,General Market
Solitaire - A Classic Card Game iOS,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",42106967,General Market
Solitaire - Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",703738885,General Market
Solitaire - Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",31183494,General Market
Solitaire - Card Games Classic,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",206538135,General Market
Solitaire - Classic Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",227777574,General Market
Solitaire - Classic Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",28807027640,General Market
Solitaire - Classic Card Games - Classic Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",1697734866,General Market
Solitaire - The #1 Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",20524206,General Market
Solitaire - classic klondike,,Mobile App,white,Video/Streaming,"Streaming, OTT",171936550,General Market
Solitaire - iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",581199056,General Market
Solitaire 3D Fish,,Mobile App,white,Video/Streaming,"Streaming, OTT",26299269,General Market
Solitaire Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",223231871,General Market
Solitaire Bliss Collection,,Mobile App,white,Video/Streaming,"Streaming, OTT",56899667,General Market
Solitaire Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",35756543,General Market
Solitaire Classic,,Mobile App,white,Video/Streaming,"Streaming, OTT",25462579,General Market
Solitaire Classic Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",13893552,General Market
Solitaire Collection,,Mobile App,white,Video/Streaming,"Streaming, OTT",31338654,General Market
Solitaire Collection Fun,,Mobile App,white,Video/Streaming,"Streaming, OTT",12748145,General Market
Solitaire Collection⋆,,Mobile App,white,Video/Streaming,"Streaming, OTT",375653682,General Market
Solitaire Deluxe® 2,,Mobile App,white,Video/Streaming,"Streaming, OTT",40802468,General Market
Solitaire Deluxe® 2: Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",53599440,General Market
Solitaire Fish,,Mobile App,white,Video/Streaming,"Streaming, OTT",29889982,General Market
Solitaire Fishdom,,Mobile App,white,Video/Streaming,"Streaming, OTT",17775039,General Market
Solitaire Free Pack - Android App,,Mobile App,white,Video/Streaming,"Streaming, OTT",16284993,General Market
Solitaire Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",240229855,General Market
Solitaire Games ,,Mobile App,white,Video/Streaming,"Streaming, OTT",47824238,General Market
Solitaire Games #1,,Mobile App,white,Video/Streaming,"Streaming, OTT",9495387,General Market
Solitaire Guru: Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",90090037,General Market
Solitaire HD - Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",21297029,General Market
Solitaire Klondike,,Mobile App,white,Video/Streaming,"Streaming, OTT",26129596,General Market
Solitaire Klondike Fish,,Mobile App,white,Video/Streaming,"Streaming, OTT",18057969,General Market
Solitaire Match 3,,Mobile App,white,Video/Streaming,"Streaming, OTT",12504384,General Market
Solitaire Sunday: Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",7834881643,General Market
Solitaire Super Pack,,Mobile App,white,Video/Streaming,"Streaming, OTT",312900385,General Market
Solitaire TriPeaks,,Mobile App,white,Video/Streaming,"Streaming, OTT",69964768,General Market
Solitaire Verse,,Mobile App,white,Video/Streaming,"Streaming, OTT",700158174,General Market
Solitaire for Seniors Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",403640722,General Market
Solitaire iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",20987301,General Market
Solitaire tripeaks,,Mobile App,white,Video/Streaming,"Streaming, OTT",3791276629,General Market
Solitaire – Classic Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",70591710,General Market
Solitaire – Classic Card Game.,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",18698625,General Market
Solitaire – Classic Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",1030475338,General Market
Solitaire!,,Mobile App,white,Video/Streaming,"Streaming, OTT",11057084,General Market
Solitaire! Classic Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",34463288,General Market
Solitaire-Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",86700229,General Market
Solitaire: Classic Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",2708826494,General Market
Solitaire: Classic Cards Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",39771695,General Market
Solitaire: Play Classic Cards,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",888453675,General Market
Solitairescapes,,Mobile App,white,Video/Streaming,"Streaming, OTT",107663900,General Market
Solitairescapes!,,Mobile App,white,Video/Streaming,"Streaming, OTT",39646164,General Market
Solitaire·,,Mobile App,white,Video/Streaming,"Streaming, OTT",199614217,General Market
Solitario,,Mobile App,white,Video/Streaming,"Streaming, OTT",16434064,General Market
Solitario Klondike,,Mobile App,white,Video/Streaming,"Streaming, OTT",13004741,General Market
Sony Crackle - Free Movies & TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",21025323,General Market
Sopas de letras,,Mobile App,white,Video/Streaming,"Streaming, OTT",20256847,General Market
SortPuz - Water Puzzles Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",10166009,General Market
SortPuz: Water Sort Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",16970703,General Market
SortPuz™: Water Sort Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",54745366,General Market
SortPuz™: 开心拼一拼,,Mobile App,white,Video/Streaming,"Streaming, OTT",122476684,General Market
SoundHound - Music Discovery,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",32426591,General Market
South Park: Phone Destroyer™,,Mobile App,white,Video/Streaming,"Streaming, OTT",42639697,General Market
Southern Food by iFood.tv,,Mobile App,white,Video/Streaming,"Food Enthusiasts, Streaming, OTT",36706522,General Market
Space Gangster 2,,Mobile App,white,Video/Streaming,"Streaming, OTT",32931644,General Market
Space Shooter : Galaxy Attack,,Mobile App,white,Video/Streaming,"Streaming, OTT",24669376,General Market
Space Takeover: Over City,,Mobile App,white,Video/Streaming,"Streaming, OTT",223492765,General Market
Spades,,Mobile App,white,Video/Streaming,"Streaming, OTT",1084881621,General Market
Spades (Android),,Mobile App,white,Video/Streaming,"Streaming, OTT",125882661,General Market
Spades (iOS),,Mobile App,white,Video/Streaming,"Streaming, OTT",113685003,General Market
Spades *,,Mobile App,white,Video/Streaming,"Streaming, OTT",29745759,General Market
Spades + Android (MAX Mediation),,Mobile App,white,SVOD,"Streaming, OTT",24980262,General Market
Spades - Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",150183217,General Market
Spades Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",18783543,General Market
Spades Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",259612178,General Market
Spades Card Game ·,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",10684044,General Market
Spades Classic Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",1258638685,General Market
Spades Plus - Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",116799136,General Market
Spades Stars - Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",73736713,General Market
Spades+ (MAX Mediation),,Mobile App,white,SVOD,"Streaming, OTT",315784883,General Market
Spades: Classic Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",3433962385,General Market
Spanish Dict - iOS App,,Mobile App,white,Video/Streaming,"Streaming, OTT",24289025,General Market
SpanishDictionary.com Learning,,Mobile App,white,Video/Streaming,"Streaming, OTT",12495016,General Market
Speedometer: GPS Speedometer,,Mobile App,white,Video/Streaming,"Streaming, OTT",15198875,General Market
